id,offset,accuracy,accuracy_index,answer,behind_beat,track_id,track_name,track_random_intercept,track_random_slope,difficulty_with_track_effect,difficulty_without_track_effect,discrimination,guessing,inattention,file_name
5054,0.085198173,0.865,24,2,TRUE,13,new,-2.317224074,1.613753889,1.090138045,0.299977702,1.166,0.5,1,5054_2_0.0852_beep_new.mp3
5055,0.086863268,0.86,23,1,TRUE,13,new,-2.317224074,1.613753889,1.060833387,0.263753002,1.166,0.5,1,5055_1_0.0869_beep_new.mp3
5056,0.086863268,0.86,23,2,TRUE,13,new,-2.317224074,1.613753889,1.060833387,0.263753002,1.166,0.5,1,5056_2_0.0869_beep_new.mp3
5057,0.088504884,0.855,22,1,TRUE,13,new,-2.317224074,1.613753889,1.03152873,0.227528302,1.166,0.5,1,5057_1_0.0885_beep_new.mp3
5058,0.088504884,0.855,22,2,TRUE,13,new,-2.317224074,1.613753889,1.03152873,0.227528302,1.166,0.5,1,5058_2_0.0885_beep_new.mp3
5059,0.090124388,0.85,21,1,TRUE,13,new,-2.317224074,1.613753889,1.002224073,0.191303602,1.166,0.5,1,5059_1_0.0901_beep_new.mp3
5060,0.090124388,0.85,21,2,TRUE,13,new,-2.317224074,1.613753889,1.002224073,0.191303602,1.166,0.5,1,5060_2_0.0901_beep_new.mp3
5061,0.091723031,0.845,20,1,TRUE,13,new,-2.317224074,1.613753889,0.972919415,0.155078902,1.166,0.5,1,5061_1_0.0917_beep_new.mp3
5062,0.091723031,0.845,20,2,TRUE,13,new,-2.317224074,1.613753889,0.972919415,0.155078902,1.166,0.5,1,5062_2_0.0917_beep_new.mp3
5063,0.09330197,0.84,19,1,TRUE,13,new,-2.317224074,1.613753889,0.943614758,0.118854202,1.166,0.5,1,5063_1_0.0933_beep_new.mp3
5064,0.09330197,0.84,19,2,TRUE,13,new,-2.317224074,1.613753889,0.943614758,0.118854202,1.166,0.5,1,5064_2_0.0933_beep_new.mp3
5065,0.094862268,0.835,18,1,TRUE,13,new,-2.317224074,1.613753889,0.9143101,0.082629503,1.166,0.5,1,5065_1_0.0949_beep_new.mp3
5066,0.094862268,0.835,18,2,TRUE,13,new,-2.317224074,1.613753889,0.9143101,0.082629503,1.166,0.5,1,5066_2_0.0949_beep_new.mp3
5067,0.096404914,0.83,17,1,TRUE,13,new,-2.317224074,1.613753889,0.885005443,0.046404803,1.166,0.5,1,5067_1_0.0964_beep_new.mp3
5068,0.096404914,0.83,17,2,TRUE,13,new,-2.317224074,1.613753889,0.885005443,0.046404803,1.166,0.5,1,5068_2_0.0964_beep_new.mp3
5069,0.097930824,0.825,16,1,TRUE,13,new,-2.317224074,1.613753889,0.855700785,0.010180103,1.166,0.5,1,5069_1_0.0979_beep_new.mp3
5070,0.097930824,0.825,16,2,TRUE,13,new,-2.317224074,1.613753889,0.855700785,0.010180103,1.166,0.5,1,5070_2_0.0979_beep_new.mp3
5071,0.099440851,0.82,15,1,TRUE,13,new,-2.317224074,1.613753889,0.826396128,-0.026044597,1.166,0.5,1,5071_1_0.0994_beep_new.mp3
5072,0.099440851,0.82,15,2,TRUE,13,new,-2.317224074,1.613753889,0.826396128,-0.026044597,1.166,0.5,1,5072_2_0.0994_beep_new.mp3
5073,0.100935789,0.815,14,1,TRUE,13,new,-2.317224074,1.613753889,0.797091471,-0.062269297,1.166,0.5,1,5073_1_0.1009_beep_new.mp3
5074,0.100935789,0.815,14,2,TRUE,13,new,-2.317224074,1.613753889,0.797091471,-0.062269297,1.166,0.5,1,5074_2_0.1009_beep_new.mp3
5075,0.102416382,0.81,13,1,TRUE,13,new,-2.317224074,1.613753889,0.767786813,-0.098493997,1.166,0.5,1,5075_1_0.1024_beep_new.mp3
5076,0.102416382,0.81,13,2,TRUE,13,new,-2.317224074,1.613753889,0.767786813,-0.098493997,1.166,0.5,1,5076_2_0.1024_beep_new.mp3
5077,0.103883327,0.805,12,1,TRUE,13,new,-2.317224074,1.613753889,0.738482156,-0.134718696,1.166,0.5,1,5077_1_0.1039_beep_new.mp3
5078,0.103883327,0.805,12,2,TRUE,13,new,-2.317224074,1.613753889,0.738482156,-0.134718696,1.166,0.5,1,5078_2_0.1039_beep_new.mp3
5079,0.105337277,0.8,11,1,TRUE,13,new,-2.317224074,1.613753889,0.709177498,-0.170943396,1.166,0.5,1,5079_1_0.1053_beep_new.mp3
5080,0.105337277,0.8,11,2,TRUE,13,new,-2.317224074,1.613753889,0.709177498,-0.170943396,1.166,0.5,1,5080_2_0.1053_beep_new.mp3
5081,0.106778846,0.795,10,1,TRUE,13,new,-2.317224074,1.613753889,0.679872841,-0.207168096,1.166,0.5,1,5081_1_0.1068_beep_new.mp3
5082,0.106778846,0.795,10,2,TRUE,13,new,-2.317224074,1.613753889,0.679872841,-0.207168096,1.166,0.5,1,5082_2_0.1068_beep_new.mp3
5083,0.108208613,0.79,9,1,TRUE,13,new,-2.317224074,1.613753889,0.650568183,-0.243392796,1.166,0.5,1,5083_1_0.1082_beep_new.mp3
5084,0.108208613,0.79,9,2,TRUE,13,new,-2.317224074,1.613753889,0.650568183,-0.243392796,1.166,0.5,1,5084_2_0.1082_beep_new.mp3
5085,0.109627124,0.785,8,1,TRUE,13,new,-2.317224074,1.613753889,0.621263526,-0.279617496,1.166,0.5,1,5085_1_0.1096_beep_new.mp3
5086,0.109627124,0.785,8,2,TRUE,13,new,-2.317224074,1.613753889,0.621263526,-0.279617496,1.166,0.5,1,5086_2_0.1096_beep_new.mp3
5087,0.111034895,0.78,7,1,TRUE,13,new,-2.317224074,1.613753889,0.591958869,-0.315842196,1.166,0.5,1,5087_1_0.111_beep_new.mp3
5088,0.111034895,0.78,7,2,TRUE,13,new,-2.317224074,1.613753889,0.591958869,-0.315842196,1.166,0.5,1,5088_2_0.111_beep_new.mp3
5089,0.112432415,0.775,6,1,TRUE,13,new,-2.317224074,1.613753889,0.562654211,-0.352066895,1.166,0.5,1,5089_1_0.1124_beep_new.mp3
5090,0.112432415,0.775,6,2,TRUE,13,new,-2.317224074,1.613753889,0.562654211,-0.352066895,1.166,0.5,1,5090_2_0.1124_beep_new.mp3
5091,0.113820146,0.77,5,1,TRUE,13,new,-2.317224074,1.613753889,0.533349554,-0.388291595,1.166,0.5,1,5091_1_0.1138_beep_new.mp3
5092,0.113820146,0.77,5,2,TRUE,13,new,-2.317224074,1.613753889,0.533349554,-0.388291595,1.166,0.5,1,5092_2_0.1138_beep_new.mp3
5093,0.115198529,0.765,4,1,TRUE,13,new,-2.317224074,1.613753889,0.504044896,-0.424516295,1.166,0.5,1,5093_1_0.1152_beep_new.mp3
5094,0.115198529,0.765,4,2,TRUE,13,new,-2.317224074,1.613753889,0.504044896,-0.424516295,1.166,0.5,1,5094_2_0.1152_beep_new.mp3
5095,0.116567983,0.76,3,1,TRUE,13,new,-2.317224074,1.613753889,0.474740239,-0.460740995,1.166,0.5,1,5095_1_0.1166_beep_new.mp3
5096,0.116567983,0.76,3,2,TRUE,13,new,-2.317224074,1.613753889,0.474740239,-0.460740995,1.166,0.5,1,5096_2_0.1166_beep_new.mp3
5097,0.117928904,0.755,2,1,TRUE,13,new,-2.317224074,1.613753889,0.445435581,-0.496965695,1.166,0.5,1,5097_1_0.1179_beep_new.mp3
5098,0.117928904,0.755,2,2,TRUE,13,new,-2.317224074,1.613753889,0.445435581,-0.496965695,1.166,0.5,1,5098_2_0.1179_beep_new.mp3
5099,0.119281675,0.75,1,1,TRUE,13,new,-2.317224074,1.613753889,0.416130924,-0.533190395,1.166,0.5,1,5099_1_0.1193_beep_new.mp3
5100,0.119281675,0.75,1,2,TRUE,13,new,-2.317224074,1.613753889,0.416130924,-0.533190395,1.166,0.5,1,5100_2_0.1193_beep_new.mp3
5101,0.120626656,0.745,1,1,TRUE,13,new,-2.317224074,1.613753889,0.386826267,-0.569415094,1.166,0.5,1,5101_1_0.1206_beep_new.mp3
5102,0.120626656,0.745,1,2,TRUE,13,new,-2.317224074,1.613753889,0.386826267,-0.569415094,1.166,0.5,1,5102_2_0.1206_beep_new.mp3
5103,0.121964196,0.74,2,1,TRUE,13,new,-2.317224074,1.613753889,0.357521609,-0.605639794,1.166,0.5,1,5103_1_0.122_beep_new.mp3
5104,0.121964196,0.74,2,2,TRUE,13,new,-2.317224074,1.613753889,0.357521609,-0.605639794,1.166,0.5,1,5104_2_0.122_beep_new.mp3
5105,0.123294626,0.735,3,1,TRUE,13,new,-2.317224074,1.613753889,0.328216952,-0.641864494,1.166,0.5,1,5105_1_0.1233_beep_new.mp3
5106,0.123294626,0.735,3,2,TRUE,13,new,-2.317224074,1.613753889,0.328216952,-0.641864494,1.166,0.5,1,5106_2_0.1233_beep_new.mp3
5107,0.124618265,0.73,4,1,TRUE,13,new,-2.317224074,1.613753889,0.298912294,-0.678089194,1.166,0.5,1,5107_1_0.1246_beep_new.mp3
5108,0.124618265,0.73,4,2,TRUE,13,new,-2.317224074,1.613753889,0.298912294,-0.678089194,1.166,0.5,1,5108_2_0.1246_beep_new.mp3
5109,0.125935419,0.725,5,1,TRUE,13,new,-2.317224074,1.613753889,0.269607637,-0.714313894,1.166,0.5,1,5109_1_0.1259_beep_new.mp3
5110,0.125935419,0.725,5,2,TRUE,13,new,-2.317224074,1.613753889,0.269607637,-0.714313894,1.166,0.5,1,5110_2_0.1259_beep_new.mp3
5111,0.12724638,0.72,6,1,TRUE,13,new,-2.317224074,1.613753889,0.24030298,-0.750538593,1.166,0.5,1,5111_1_0.1272_beep_new.mp3
5112,0.12724638,0.72,6,2,TRUE,13,new,-2.317224074,1.613753889,0.24030298,-0.750538593,1.166,0.5,1,5112_2_0.1272_beep_new.mp3
5113,0.128551433,0.715,7,1,TRUE,13,new,-2.317224074,1.613753889,0.210998322,-0.786763293,1.166,0.5,1,5113_1_0.1286_beep_new.mp3
5114,0.128551433,0.715,7,2,TRUE,13,new,-2.317224074,1.613753889,0.210998322,-0.786763293,1.166,0.5,1,5114_2_0.1286_beep_new.mp3
5115,0.129850849,0.71,8,1,TRUE,13,new,-2.317224074,1.613753889,0.181693665,-0.822987993,1.166,0.5,1,5115_1_0.1299_beep_new.mp3
5116,0.129850849,0.71,8,2,TRUE,13,new,-2.317224074,1.613753889,0.181693665,-0.822987993,1.166,0.5,1,5116_2_0.1299_beep_new.mp3
5117,0.13114489,0.705,9,1,TRUE,13,new,-2.317224074,1.613753889,0.152389007,-0.859212693,1.166,0.5,1,5117_1_0.1311_beep_new.mp3
5118,0.13114489,0.705,9,2,TRUE,13,new,-2.317224074,1.613753889,0.152389007,-0.859212693,1.166,0.5,1,5118_2_0.1311_beep_new.mp3
5119,0.132433811,0.7,10,1,TRUE,13,new,-2.317224074,1.613753889,0.12308435,-0.895437393,1.166,0.5,1,5119_1_0.1324_beep_new.mp3
5120,0.132433811,0.7,10,2,TRUE,13,new,-2.317224074,1.613753889,0.12308435,-0.895437393,1.166,0.5,1,5120_2_0.1324_beep_new.mp3
5121,0.133717855,0.695,11,1,TRUE,13,new,-2.317224074,1.613753889,0.093779692,-0.931662093,1.166,0.5,1,5121_1_0.1337_beep_new.mp3
5122,0.133717855,0.695,11,2,TRUE,13,new,-2.317224074,1.613753889,0.093779692,-0.931662093,1.166,0.5,1,5122_2_0.1337_beep_new.mp3
5123,0.134997261,0.69,12,1,TRUE,13,new,-2.317224074,1.613753889,0.064475035,-0.967886792,1.166,0.5,1,5123_1_0.135_beep_new.mp3
5124,0.134997261,0.69,12,2,TRUE,13,new,-2.317224074,1.613753889,0.064475035,-0.967886792,1.166,0.5,1,5124_2_0.135_beep_new.mp3
5125,0.136272258,0.685,13,1,TRUE,13,new,-2.317224074,1.613753889,0.035170378,-1.004111492,1.166,0.5,1,5125_1_0.1363_beep_new.mp3
5126,0.136272258,0.685,13,2,TRUE,13,new,-2.317224074,1.613753889,0.035170378,-1.004111492,1.166,0.5,1,5126_2_0.1363_beep_new.mp3
5127,0.137543069,0.68,14,1,TRUE,13,new,-2.317224074,1.613753889,0.00586572,-1.040336192,1.166,0.5,1,5127_1_0.1375_beep_new.mp3
5128,0.137543069,0.68,14,2,TRUE,13,new,-2.317224074,1.613753889,0.00586572,-1.040336192,1.166,0.5,1,5128_2_0.1375_beep_new.mp3
5129,0.13880991,0.675,15,1,TRUE,13,new,-2.317224074,1.613753889,-0.023438937,-1.076560892,1.166,0.5,1,5129_1_0.1388_beep_new.mp3
5130,0.13880991,0.675,15,2,TRUE,13,new,-2.317224074,1.613753889,-0.023438937,-1.076560892,1.166,0.5,1,5130_2_0.1388_beep_new.mp3
5131,0.140072991,0.67,16,1,TRUE,13,new,-2.317224074,1.613753889,-0.052743595,-1.112785592,1.166,0.5,1,5131_1_0.1401_beep_new.mp3
5132,0.140072991,0.67,16,2,TRUE,13,new,-2.317224074,1.613753889,-0.052743595,-1.112785592,1.166,0.5,1,5132_2_0.1401_beep_new.mp3
5133,0.141332516,0.665,17,1,TRUE,13,new,-2.317224074,1.613753889,-0.082048252,-1.149010292,1.166,0.5,1,5133_1_0.1413_beep_new.mp3
5134,0.141332516,0.665,17,2,TRUE,13,new,-2.317224074,1.613753889,-0.082048252,-1.149010292,1.166,0.5,1,5134_2_0.1413_beep_new.mp3
5135,0.142588686,0.66,18,1,TRUE,13,new,-2.317224074,1.613753889,-0.11135291,-1.185234991,1.166,0.5,1,5135_1_0.1426_beep_new.mp3
5136,0.142588686,0.66,18,2,TRUE,13,new,-2.317224074,1.613753889,-0.11135291,-1.185234991,1.166,0.5,1,5136_2_0.1426_beep_new.mp3
5137,0.143841693,0.655,19,1,TRUE,13,new,-2.317224074,1.613753889,-0.140657567,-1.221459691,1.166,0.5,1,5137_1_0.1438_beep_new.mp3
5138,0.143841693,0.655,19,2,TRUE,13,new,-2.317224074,1.613753889,-0.140657567,-1.221459691,1.166,0.5,1,5138_2_0.1438_beep_new.mp3
5139,0.145091728,0.65,20,1,TRUE,13,new,-2.317224074,1.613753889,-0.169962224,-1.257684391,1.166,0.5,1,5139_1_0.1451_beep_new.mp3
5140,0.145091728,0.65,20,2,TRUE,13,new,-2.317224074,1.613753889,-0.169962224,-1.257684391,1.166,0.5,1,5140_2_0.1451_beep_new.mp3
5141,0.146338976,0.645,21,1,TRUE,13,new,-2.317224074,1.613753889,-0.199266882,-1.293909091,1.166,0.5,1,5141_1_0.1463_beep_new.mp3
5142,0.146338976,0.645,21,2,TRUE,13,new,-2.317224074,1.613753889,-0.199266882,-1.293909091,1.166,0.5,1,5142_2_0.1463_beep_new.mp3
5143,0.147583618,0.64,22,1,TRUE,13,new,-2.317224074,1.613753889,-0.228571539,-1.330133791,1.166,0.5,1,5143_1_0.1476_beep_new.mp3
5144,0.147583618,0.64,22,2,TRUE,13,new,-2.317224074,1.613753889,-0.228571539,-1.330133791,1.166,0.5,1,5144_2_0.1476_beep_new.mp3
5145,0.14882583,0.635,23,1,TRUE,13,new,-2.317224074,1.613753889,-0.257876197,-1.366358491,1.166,0.5,1,5145_1_0.1488_beep_new.mp3
5146,0.14882583,0.635,23,2,TRUE,13,new,-2.317224074,1.613753889,-0.257876197,-1.366358491,1.166,0.5,1,5146_2_0.1488_beep_new.mp3
5147,0.150065788,0.63,24,1,TRUE,13,new,-2.317224074,1.613753889,-0.287180854,-1.40258319,1.166,0.5,1,5147_1_0.1501_beep_new.mp3
5148,0.150065788,0.63,24,2,TRUE,13,new,-2.317224074,1.613753889,-0.287180854,-1.40258319,1.166,0.5,1,5148_2_0.1501_beep_new.mp3
5149,0.151303662,0.625,25,1,TRUE,13,new,-2.317224074,1.613753889,-0.316485511,-1.43880789,1.166,0.5,1,5149_1_0.1513_beep_new.mp3
5150,0.151303662,0.625,25,2,TRUE,13,new,-2.317224074,1.613753889,-0.316485511,-1.43880789,1.166,0.5,1,5150_2_0.1513_beep_new.mp3
5151,0.152539618,0.62,25,1,TRUE,13,new,-2.317224074,1.613753889,-0.345790169,-1.47503259,1.166,0.5,1,5151_1_0.1525_beep_new.mp3
5152,0.152539618,0.62,25,2,TRUE,13,new,-2.317224074,1.613753889,-0.345790169,-1.47503259,1.166,0.5,1,5152_2_0.1525_beep_new.mp3
5153,0.153773822,0.615,24,1,TRUE,13,new,-2.317224074,1.613753889,-0.375094826,-1.51125729,1.166,0.5,1,5153_1_0.1538_beep_new.mp3
5154,0.153773822,0.615,24,2,TRUE,13,new,-2.317224074,1.613753889,-0.375094826,-1.51125729,1.166,0.5,1,5154_2_0.1538_beep_new.mp3
5155,0.155006435,0.61,23,1,TRUE,13,new,-2.317224074,1.613753889,-0.404399484,-1.54748199,1.166,0.5,1,5155_1_0.155_beep_new.mp3
5156,0.155006435,0.61,23,2,TRUE,13,new,-2.317224074,1.613753889,-0.404399484,-1.54748199,1.166,0.5,1,5156_2_0.155_beep_new.mp3
5157,0.156237618,0.605,22,1,TRUE,13,new,-2.317224074,1.613753889,-0.433704141,-1.58370669,1.166,0.5,1,5157_1_0.1562_beep_new.mp3
5158,0.156237618,0.605,22,2,TRUE,13,new,-2.317224074,1.613753889,-0.433704141,-1.58370669,1.166,0.5,1,5158_2_0.1562_beep_new.mp3
5159,0.157467527,0.6,21,1,TRUE,13,new,-2.317224074,1.613753889,-0.463008799,-1.619931389,1.166,0.5,1,5159_1_0.1575_beep_new.mp3
5160,0.157467527,0.6,21,2,TRUE,13,new,-2.317224074,1.613753889,-0.463008799,-1.619931389,1.166,0.5,1,5160_2_0.1575_beep_new.mp3
5161,0.158696318,0.595,20,1,TRUE,13,new,-2.317224074,1.613753889,-0.492313456,-1.656156089,1.166,0.5,1,5161_1_0.1587_beep_new.mp3
5162,0.158696318,0.595,20,2,TRUE,13,new,-2.317224074,1.613753889,-0.492313456,-1.656156089,1.166,0.5,1,5162_2_0.1587_beep_new.mp3
5163,0.159924145,0.59,19,1,TRUE,13,new,-2.317224074,1.613753889,-0.521618113,-1.692380789,1.166,0.5,1,5163_1_0.1599_beep_new.mp3
5164,0.159924145,0.59,19,2,TRUE,13,new,-2.317224074,1.613753889,-0.521618113,-1.692380789,1.166,0.5,1,5164_2_0.1599_beep_new.mp3
5165,0.161151159,0.585,18,1,TRUE,13,new,-2.317224074,1.613753889,-0.550922771,-1.728605489,1.166,0.5,1,5165_1_0.1612_beep_new.mp3
5166,0.161151159,0.585,18,2,TRUE,13,new,-2.317224074,1.613753889,-0.550922771,-1.728605489,1.166,0.5,1,5166_2_0.1612_beep_new.mp3
5167,0.162377511,0.58,17,1,TRUE,13,new,-2.317224074,1.613753889,-0.580227428,-1.764830189,1.166,0.5,1,5167_1_0.1624_beep_new.mp3
5168,0.162377511,0.58,17,2,TRUE,13,new,-2.317224074,1.613753889,-0.580227428,-1.764830189,1.166,0.5,1,5168_2_0.1624_beep_new.mp3
5169,0.163603349,0.575,16,1,TRUE,13,new,-2.317224074,1.613753889,-0.609532086,-1.801054889,1.166,0.5,1,5169_1_0.1636_beep_new.mp3
5170,0.163603349,0.575,16,2,TRUE,13,new,-2.317224074,1.613753889,-0.609532086,-1.801054889,1.166,0.5,1,5170_2_0.1636_beep_new.mp3
5171,0.164828822,0.57,15,1,TRUE,13,new,-2.317224074,1.613753889,-0.638836743,-1.837279588,1.166,0.5,1,5171_1_0.1648_beep_new.mp3
5172,0.164828822,0.57,15,2,TRUE,13,new,-2.317224074,1.613753889,-0.638836743,-1.837279588,1.166,0.5,1,5172_2_0.1648_beep_new.mp3
5173,0.166054076,0.565,14,1,TRUE,13,new,-2.317224074,1.613753889,-0.668141401,-1.873504288,1.166,0.5,1,5173_1_0.1661_beep_new.mp3
5174,0.166054076,0.565,14,2,TRUE,13,new,-2.317224074,1.613753889,-0.668141401,-1.873504288,1.166,0.5,1,5174_2_0.1661_beep_new.mp3
5175,0.167279257,0.56,13,1,TRUE,13,new,-2.317224074,1.613753889,-0.697446058,-1.909728988,1.166,0.5,1,5175_1_0.1673_beep_new.mp3
5176,0.167279257,0.56,13,2,TRUE,13,new,-2.317224074,1.613753889,-0.697446058,-1.909728988,1.166,0.5,1,5176_2_0.1673_beep_new.mp3
5177,0.168504511,0.555,12,1,TRUE,13,new,-2.317224074,1.613753889,-0.726750715,-1.945953688,1.166,0.5,1,5177_1_0.1685_beep_new.mp3
5178,0.168504511,0.555,12,2,TRUE,13,new,-2.317224074,1.613753889,-0.726750715,-1.945953688,1.166,0.5,1,5178_2_0.1685_beep_new.mp3
5179,0.169729982,0.55,11,1,TRUE,13,new,-2.317224074,1.613753889,-0.756055373,-1.982178388,1.166,0.5,1,5179_1_0.1697_beep_new.mp3
5180,0.169729982,0.55,11,2,TRUE,13,new,-2.317224074,1.613753889,-0.756055373,-1.982178388,1.166,0.5,1,5180_2_0.1697_beep_new.mp3
5181,0.170955815,0.545,10,1,TRUE,13,new,-2.317224074,1.613753889,-0.78536003,-2.018403087,1.166,0.5,1,5181_1_0.171_beep_new.mp3
5182,0.170955815,0.545,10,2,TRUE,13,new,-2.317224074,1.613753889,-0.78536003,-2.018403087,1.166,0.5,1,5182_2_0.171_beep_new.mp3
5183,0.172182152,0.54,9,1,TRUE,13,new,-2.317224074,1.613753889,-0.814664688,-2.054627787,1.166,0.5,1,5183_1_0.1722_beep_new.mp3
5184,0.172182152,0.54,9,2,TRUE,13,new,-2.317224074,1.613753889,-0.814664688,-2.054627787,1.166,0.5,1,5184_2_0.1722_beep_new.mp3
5185,0.173409139,0.535,8,1,TRUE,13,new,-2.317224074,1.613753889,-0.843969345,-2.090852487,1.166,0.5,1,5185_1_0.1734_beep_new.mp3
5186,0.173409139,0.535,8,2,TRUE,13,new,-2.317224074,1.613753889,-0.843969345,-2.090852487,1.166,0.5,1,5186_2_0.1734_beep_new.mp3
5187,0.174636918,0.53,7,1,TRUE,13,new,-2.317224074,1.613753889,-0.873274003,-2.127077187,1.166,0.5,1,5187_1_0.1746_beep_new.mp3
5188,0.174636918,0.53,7,2,TRUE,13,new,-2.317224074,1.613753889,-0.873274003,-2.127077187,1.166,0.5,1,5188_2_0.1746_beep_new.mp3
5189,0.175865635,0.525,6,1,TRUE,13,new,-2.317224074,1.613753889,-0.90257866,-2.163301887,1.166,0.5,1,5189_1_0.1759_beep_new.mp3
5190,0.175865635,0.525,6,2,TRUE,13,new,-2.317224074,1.613753889,-0.90257866,-2.163301887,1.166,0.5,1,5190_2_0.1759_beep_new.mp3
5191,0.177095432,0.52,5,1,TRUE,13,new,-2.317224074,1.613753889,-0.931883317,-2.199526587,1.166,0.5,1,5191_1_0.1771_beep_new.mp3
5192,0.177095432,0.52,5,2,TRUE,13,new,-2.317224074,1.613753889,-0.931883317,-2.199526587,1.166,0.5,1,5192_2_0.1771_beep_new.mp3
5193,0.178326455,0.515,4,1,TRUE,13,new,-2.317224074,1.613753889,-0.961187975,-2.235751286,1.166,0.5,1,5193_1_0.1783_beep_new.mp3
5194,0.178326455,0.515,4,2,TRUE,13,new,-2.317224074,1.613753889,-0.961187975,-2.235751286,1.166,0.5,1,5194_2_0.1783_beep_new.mp3
5195,0.179558848,0.51,3,1,TRUE,13,new,-2.317224074,1.613753889,-0.990492632,-2.271975986,1.166,0.5,1,5195_1_0.1796_beep_new.mp3
5196,0.179558848,0.51,3,2,TRUE,13,new,-2.317224074,1.613753889,-0.990492632,-2.271975986,1.166,0.5,1,5196_2_0.1796_beep_new.mp3
5197,0.180792759,0.505,2,1,TRUE,13,new,-2.317224074,1.613753889,-1.01979729,-2.308200686,1.166,0.5,1,5197_1_0.1808_beep_new.mp3
5198,0.180792759,0.505,2,2,TRUE,13,new,-2.317224074,1.613753889,-1.01979729,-2.308200686,1.166,0.5,1,5198_2_0.1808_beep_new.mp3
5199,0.182028332,0.5,1,1,TRUE,13,new,-2.317224074,1.613753889,-1.049101947,-2.344425386,1.166,0.5,1,5199_1_0.182_beep_new.mp3
5200,0.182028332,0.5,1,2,TRUE,13,new,-2.317224074,1.613753889,-1.049101947,-2.344425386,1.166,0.5,1,5200_2_0.182_beep_new.mp3
5201,-0.182028332,0.5,1,1,FALSE,14,one,0.008968839,-0.006246051,-1.774053014,-1.769039451,1.166,0.5,1,5201_1_-0.182_beep_one.mp3
5202,-0.182028332,0.5,1,2,FALSE,14,one,0.008968839,-0.006246051,-1.774053014,-1.769039451,1.166,0.5,1,5202_2_-0.182_beep_one.mp3
5203,-0.180792759,0.505,2,1,FALSE,14,one,0.008968839,-0.006246051,-1.73780153,-1.732814751,1.166,0.5,1,5203_1_-0.1808_beep_one.mp3
5204,-0.180792759,0.505,2,2,FALSE,14,one,0.008968839,-0.006246051,-1.73780153,-1.732814751,1.166,0.5,1,5204_2_-0.1808_beep_one.mp3
5205,-0.179558848,0.51,3,1,FALSE,14,one,0.008968839,-0.006246051,-1.701550046,-1.696590051,1.166,0.5,1,5205_1_-0.1796_beep_one.mp3
5206,-0.179558848,0.51,3,2,FALSE,14,one,0.008968839,-0.006246051,-1.701550046,-1.696590051,1.166,0.5,1,5206_2_-0.1796_beep_one.mp3
5207,-0.178326455,0.515,4,1,FALSE,14,one,0.008968839,-0.006246051,-1.665298562,-1.660365352,1.166,0.5,1,5207_1_-0.1783_beep_one.mp3
5208,-0.178326455,0.515,4,2,FALSE,14,one,0.008968839,-0.006246051,-1.665298562,-1.660365352,1.166,0.5,1,5208_2_-0.1783_beep_one.mp3
5209,-0.177095432,0.52,5,1,FALSE,14,one,0.008968839,-0.006246051,-1.629047078,-1.624140652,1.166,0.5,1,5209_1_-0.1771_beep_one.mp3
5210,-0.177095432,0.52,5,2,FALSE,14,one,0.008968839,-0.006246051,-1.629047078,-1.624140652,1.166,0.5,1,5210_2_-0.1771_beep_one.mp3
5211,-0.175865635,0.525,6,1,FALSE,14,one,0.008968839,-0.006246051,-1.592795594,-1.587915952,1.166,0.5,1,5211_1_-0.1759_beep_one.mp3
5212,-0.175865635,0.525,6,2,FALSE,14,one,0.008968839,-0.006246051,-1.592795594,-1.587915952,1.166,0.5,1,5212_2_-0.1759_beep_one.mp3
5213,-0.174636918,0.53,7,1,FALSE,14,one,0.008968839,-0.006246051,-1.55654411,-1.551691252,1.166,0.5,1,5213_1_-0.1746_beep_one.mp3
5214,-0.174636918,0.53,7,2,FALSE,14,one,0.008968839,-0.006246051,-1.55654411,-1.551691252,1.166,0.5,1,5214_2_-0.1746_beep_one.mp3
5215,-0.173409139,0.535,8,1,FALSE,14,one,0.008968839,-0.006246051,-1.520292626,-1.515466552,1.166,0.5,1,5215_1_-0.1734_beep_one.mp3
5216,-0.173409139,0.535,8,2,FALSE,14,one,0.008968839,-0.006246051,-1.520292626,-1.515466552,1.166,0.5,1,5216_2_-0.1734_beep_one.mp3
5217,-0.172182152,0.54,9,1,FALSE,14,one,0.008968839,-0.006246051,-1.484041142,-1.479241852,1.166,0.5,1,5217_1_-0.1722_beep_one.mp3
5218,-0.172182152,0.54,9,2,FALSE,14,one,0.008968839,-0.006246051,-1.484041142,-1.479241852,1.166,0.5,1,5218_2_-0.1722_beep_one.mp3
5219,-0.170955815,0.545,10,1,FALSE,14,one,0.008968839,-0.006246051,-1.447789658,-1.443017153,1.166,0.5,1,5219_1_-0.171_beep_one.mp3
5220,-0.170955815,0.545,10,2,FALSE,14,one,0.008968839,-0.006246051,-1.447789658,-1.443017153,1.166,0.5,1,5220_2_-0.171_beep_one.mp3
5221,-0.169729982,0.55,11,1,FALSE,14,one,0.008968839,-0.006246051,-1.411538174,-1.406792453,1.166,0.5,1,5221_1_-0.1697_beep_one.mp3
5222,-0.169729982,0.55,11,2,FALSE,14,one,0.008968839,-0.006246051,-1.411538174,-1.406792453,1.166,0.5,1,5222_2_-0.1697_beep_one.mp3
5223,-0.168504511,0.555,12,1,FALSE,14,one,0.008968839,-0.006246051,-1.37528669,-1.370567753,1.166,0.5,1,5223_1_-0.1685_beep_one.mp3
